pokemonId,latitude,longitude,city,continent,number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
79,53.436054,-2.685987,London,Europe,79,Slowpoke,https://static.wikia.nocookie.net/pokemongo/images/9/9b/Slowpoke.png,Water,Psychic,Kanto,Dopey,1.2 m,36 kg,Slowpoke family,109,98,207,"13-1,226",19-175,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Fire', 'Ice', 'Psychic', 'Steel', 'Water']}","{'160%': ['Bug', 'Dark', 'Electric', 'Ghost', 'Grass']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it's doing and often spends entire days just loafing at water's edge.","['Confusion', 'Water Gun', 'Psychic', 'Psyshock', 'Water Pulse', 'Confusion', 'Iron Tail', 'Psychic', 'Psyshock', 'Surf']"
74,40.561186,-112.002971,Denver,America,74,Geodude,https://static.wikia.nocookie.net/pokemongo/images/1/12/Geodude.png,Rock,Ground,Kanto,Rock,0.4 m,20 kg,Geodude family,132,132,120,"14-1,293",11-106,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Standard Pokédex description
The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon's heart will remain hard, craggy, and rough always.","['Rock Throw', 'Tackle', 'Dig', 'Rock Slide', 'Rock Tomb', 'Rock Throw', 'Volt Switch', 'Rock Slide', 'Rock Tomb', 'Thunderbolt']"
13,55.938308,13.538887,Stockholm,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
46,41.591741,-87.801807,Chicago,America,46,Paras,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Paras.png,Bug,Grass,Kanto,Mushroom,0.3 m,5.4 kg,Paras family,121,99,111,"11-1,018",10-99,40%,15%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,"['Bug Bite', 'Scratch', 'Cross Poison', 'Seed Bomb', 'X-Scissor']"
29,44.32646,-72.744629,New_York,America,29,Nidoran♀,https://static.wikia.nocookie.net/pokemongo/images/c/c8/Nidoran%E2%99%80.png,Poison,,Kanto,Poison,0.4 m,7 kg,Nidoran♀ family,86,89,146,10-816,13-127,50%,15%,,,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes ,No,No  ,Formerly ,Yes,Yes,"Nidoran♀ has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied Pokémon. When enraged, it releases a horrible toxin from its horn.","['Bite', 'Poison Sting', 'Body Slam', 'Poison Fang', 'Sludge Bomb']"
21,44.238615,12.064375,Rome,Europe,21,Spearow,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Spearow.png,Normal,Flying,Kanto,Tiny,0.3 m,2 kg,Spearow family,112,60,120,10-798,11-106,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger.","['Peck', 'Quick Attack', 'Aerial Ace', 'Drill Peck', 'Sky Attack', 'Twister']"
16,40.017948,-105.276855,Chicago,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
60,42.198448,-87.924096,Chicago,America,60,Poliwag,https://static.wikia.nocookie.net/pokemongo/images/9/90/Poliwag.png,Water,,Kanto,Tadpole,0.6 m,12.4 kg,Poliwag family,101,82,120,10-829,11-106,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,Yes (2-km Eggs),Formerly  (1st tier level),Yes ,Yes,Yes,"Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.","['Bubble', 'Mud Shot', 'Body Slam', 'Bubble Beam', 'Mud Bomb']"
52,19.254286,-99.604779,Mexico_City,America,52,Meowth,https://static.wikia.nocookie.net/pokemongo/images/9/99/Meowth.png,Normal,,Kanto,Scratch,0.4 m,4.2 kg,Meowth family,92,78,120,10-748,11-106,50%,15%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Standard Pokédex description
Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light.","['Bite', 'Scratch', 'Dark Pulse', 'Foul Play', 'Night Slash', 'Body Slam', 'Bite', 'Scratch', 'Dark Pulse', 'Foul Play', 'Night Slash', 'Metal Claw', 'Scratch', 'Dig', 'Gyro Ball', 'Night Slash']"
23,25.72323,-100.371151,Monterrey,America,23,Ekans,https://static.wikia.nocookie.net/pokemongo/images/1/11/Ekans.png,Poison,,Kanto,Snake,2 m,6.9 kg,Ekans family,110,97,111,10-927,10-99,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.,"['Acid', 'Poison Sting', 'Poison Fang', 'Sludge Bomb', 'Wrap', 'Gunk Shot']"
133,46.505083,11.361781,Rome,Europe,133,Eevee,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Eevee.png,Normal,,Kanto,Evolution,0.3 m,6.5 kg,Eevee family,104,114,146,"11-1,071",13-127,40%,10%,87.5%,12.5%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,"['Quick Attack', 'Tackle', 'Dig', 'Swift', 'Body Slam', 'Last Resort']"
13,42.199436,-87.919039,Chicago,America,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
129,30.083543,-94.783844,Chicago,America,129,Magikarp,https://static.wikia.nocookie.net/pokemongo/images/0/01/Magikarp.png,Water,,Kanto,Fish,0.9 m,10 kg,Magikarp family,29,85,85,10-274,10-79,70%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.,"['Splash', 'Struggle']"
46,44.421446,11.915022,Rome,Europe,46,Paras,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Paras.png,Bug,Grass,Kanto,Mushroom,0.3 m,5.4 kg,Paras family,121,99,111,"11-1,018",10-99,40%,15%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life.,"['Bug Bite', 'Scratch', 'Cross Poison', 'Seed Bomb', 'X-Scissor']"
16,44.416273,11.923278,Rome,Europe,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
19,53.434577,-2.687806,London,Europe,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
16,52.69197,-1.993281,London,Europe,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
10,19.25082,-99.605996,Mexico_City,America,10,Caterpie,https://static.wikia.nocookie.net/pokemongo/images/0/05/Caterpie.png,Bug,,Kanto,Worm,0.3 m,2.9 kg,Caterpie family,55,55,128,10-437,12-113,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.","['Bug Bite', 'Tackle', 'Struggle']"
19,20.52931,-97.461844,Mexico_City,America,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
32,47.709856,-117.076847,Los_Angeles,America,32,Nidoran♂,https://static.wikia.nocookie.net/pokemongo/images/6/60/Nidoran%E2%99%82.png,Poison,,Kanto,Poison,0.5 m,9 kg,Nidoran♂ family,105,76,130,10-860,12-114,50%,15%,,,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Nidoran♂ has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction. Even the slightest sound does not escape this Pokémon's notice.","['Peck', 'Poison Sting', 'Body Slam', 'Horn Attack', 'Sludge Bomb']"
81,59.679639,10.541932,Oslo,Europe,81,Magnemite,https://static.wikia.nocookie.net/pokemongo/images/8/80/Magnemite.png,Electric,Steel,Kanto,Magnet,0.3 m,6 kg,Magnemite family,165,121,93,"15-1,362",10-85,50%,10%,,,"{'62.5%': ['Bug', 'Dragon', 'Electric', 'Fairy', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock'], '39%': ['Flying', 'Poison', 'Steel']}","{'160%': ['Fighting', 'Fire'], '256%': ['Ground']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box.","['Spark', 'Thunder Shock', 'Discharge', 'Magnet Bomb', 'Thunderbolt']"
48,48.745458,2.405577,Paris,Europe,48,Venonat,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Venonat.png,Bug,Poison,Kanto,Insect,1 m,30 kg,Venonat family,100,100,155,"11-1,004",14-134,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","['Bug Bite', 'Confusion', 'Poison Fang', 'Psybeam', 'Signal Beam']"
16,35.730778,-78.657027,New_York,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
48,39.748416,-84.083669,New_York,America,48,Venonat,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Venonat.png,Bug,Poison,Kanto,Insect,1 m,30 kg,Venonat family,100,100,155,"11-1,004",14-134,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey.","['Bug Bite', 'Confusion', 'Poison Fang', 'Psybeam', 'Signal Beam']"
140,33.601353,-111.71335,Phoenix,America,140,Kabuto,https://static.wikia.nocookie.net/pokemongo/images/a/a1/Kabuto.png,Rock,Water,Kanto,Shellfish,0.5 m,11.5 kg,Kabuto family,148,140,102,"15-1,370",10-92,40%,9%,87.5%,12.5%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,No,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.","['Mud Shot', 'Scratch', 'Ancient Power', 'Aqua Jet', 'Rock Tomb']"
13,53.687269,-0.440875,London,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
19,49.262321,14.716676,Prague,Europe,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
23,47.648193,-122.304311,Los_Angeles,America,23,Ekans,https://static.wikia.nocookie.net/pokemongo/images/1/11/Ekans.png,Poison,,Kanto,Snake,2 m,6.9 kg,Ekans family,110,97,111,10-927,10-99,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head.,"['Acid', 'Poison Sting', 'Poison Fang', 'Sludge Bomb', 'Wrap', 'Gunk Shot']"
118,42.007318,2.288011,Madrid,Europe,118,Goldeen,https://static.wikia.nocookie.net/pokemongo/images/9/99/Goldeen.png,Water,,Kanto,Goldfish,0.6 m,15 kg,Goldeen family,123,110,128,"12-1,152",12-113,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,No  ,Formerly ,Yes,No,"Goldeen is a very beautiful Pokémon with fins that billow elegantly in water. However, don't let your guard down around this Pokémon—it could ram you powerfully with its horn.","['Mud Shot', 'Peck', 'Aqua Tail', 'Horn Attack', 'Water Pulse']"
10,42.279156,-87.847647,Chicago,America,10,Caterpie,https://static.wikia.nocookie.net/pokemongo/images/0/05/Caterpie.png,Bug,,Kanto,Worm,0.3 m,2.9 kg,Caterpie family,55,55,128,10-437,12-113,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor.","['Bug Bite', 'Tackle', 'Struggle']"
19,31.982595,-98.033265,Indianapolis,America/Indiana,19,Rattata,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Rattata.png,Normal,,Kanto,Mouse,0.3 m,3.5 kg,Rattata family,103,70,102,10-734,10-92,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,Formerly ,Yes,Yes,"Standard Pokédex description
Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere.","['Quick Attack', 'Tackle', 'Body Slam', 'Dig', 'Hyper Fang', 'Quick Attack', 'Tackle', 'Crunch', 'Hyper Fang', 'Shadow Ball']"
16,45.823017,-122.534385,Los_Angeles,America,16,Pidgey,https://static.wikia.nocookie.net/pokemongo/images/b/b7/Pidgey.png,Normal,Flying,Kanto,Tiny,0.3 m,1.8 kg,Pidgey family,85,73,120,10-680,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings.","['Quick Attack', 'Tackle', 'Aerial Ace', 'Air Cutter', 'Twister']"
13,52.162636,-7.149648,Dublin,Europe,13,Weedle,https://static.wikia.nocookie.net/pokemongo/images/d/d6/Weedle.png,Bug,Poison,Kanto,Hairy,0.3 m,3.2 kg,Weedle family,63,50,120,10-456,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose).,"['Bug Bite', 'Poison Sting', 'Struggle']"
